emp_no,first_name,last_name,title,salary
13857,Mostafa,Ferriere,Senior Engineer,51929
13859,Anoosh,Fujisawa,Senior Engineer,40000
13875,Genta,Manders,Senior Engineer,40000
13888,Xuedong,Reghbati,Engineer,40000
13911,Fen,Jansen,Staff,64188
13913,Xinan,Yoshizawa,Technique Leader,42772
13930,Sukumar,Chartres,Senior Staff,78867
13934,Shiv,Bratsberg,Senior Engineer,46507
13942,Elzbieta,Esteva,Technique Leader,40000
13951,Mooi,Genther,Senior Staff,82054
13960,Nechama,Hettesheimer,Senior Staff,43204
13966,Boguslaw,Cooman,Senior Staff,40000
13969,Jianwen,Chandrasekhar,Technique Leader,60392
13987,Huican,Fujisaki,Technique Leader,49919
13992,Ulises,Kenevan,Senior Staff,81318
13994,Tesuro,Remmele,Staff,88328
13996,Adib,Pews,Staff,57054
14001,Mohammad,Wynblatt,Senior Staff,40000
14005,Vojin,Stellhorn,Technique Leader,40000
14011,Katsuo,Peris,Engineer,50800
14012,Yishai,Hanratty,Senior Engineer,40000
14030,Guadalupe,Hiroyama,Technique Leader,51275
14038,Tokuyasu,Plesums,Senior Engineer,62982
14067,Godehard,Trachtenberg,Senior Engineer,44669
14077,Wojceich,Standera,Engineer,57835
14084,Deniz,Halloran,Engineer,40000
14093,Atreye,Ritzmann,Technique Leader,44420
14102,Feixiong,Jording,Engineer,48200
14105,Ramachenga,Orlowski,Staff,76767
14107,Xiahua,Rindone,Senior Staff,82396
14109,Vesna,Haldar,Senior Engineer,61804
14122,Masato,Erde,Senior Staff,62343
14130,Yuuichi,Stroustrup,Staff,40000
14167,Adas,Hertweck,Senior Engineer,40000
14182,Abdulla,Encarnacion,Senior Staff,80254
14191,Jiann,Luby,Senior Engineer,40155
14197,Adin,Chachaty,Senior Staff,52474
14209,Masanao,Kusakabe,Senior Staff,40000
14214,True,Swen,Assistant Engineer,49797
14220,Tomofumi,Pargas,Senior Engineer,68017
14224,Guther,Conta,Staff,40000
14232,Masali,Bojadziev,Senior Engineer,50568
14233,Zijian,Blokdijk,Senior Staff,40000
14236,Xuedong,Angiulli,Senior Staff,40000
14237,Abdulla,Gerlach,Senior Engineer,57219
14242,Sudhanshu,Benaini,Senior Staff,40000
14245,Boalin,Byoun,Senior Engineer,40000
14246,Subhada,Piazza,Senior Engineer,47343
14248,Mark,Alblas,Senior Engineer,40000
14251,Ingemar,Werthner,Senior Staff,40000
14253,Mart,Mattern,Senior Staff,40000
14256,Gino,Ferriere,Assistant Engineer,46348
14259,Aleksandar,Kisuki,Senior Engineer,42593
14273,Atreye,Benveniste,Staff,64222
14281,Hidekazu,Stavenow,Senior Engineer,47391
14289,Paraskevi,Gist,Assistant Engineer,60863
14293,Qunsheng,Middleton,Senior Staff,40000
14298,Chriss,Granlund,Senior Engineer,40000
14310,Marlo,Leuchs,Senior Staff,40000
14320,Sreenivas,Schaar,Senior Engineer,40000
14321,Shugo,Falby,Senior Staff,83644
14323,Golgen,Leslie,Staff,40000
14326,Iara,Speckmann,Senior Engineer,51046
14331,Susumu,Plessier,Senior Engineer,40000
14335,Mark,Fraisse,Technique Leader,54734
14340,Vitaly,Wixon,Senior Engineer,42858
14345,Barry,Ramsey,Engineer,61910
14354,Mong,Bojadziev,Senior Staff,40000
14360,Janche,Erbe,Senior Staff,43476
14382,Zhigen,Sichman,Senior Staff,66995
14384,Tomofumi,Holburn,Technique Leader,58260
14385,Chanjung,Vendrig,Engineer,40000
14394,Kinh,Zaumen,Senior Staff,40000
14395,Berni,Brizzi,Engineer,58898
14411,Hiroyasu,Validov,Technique Leader,58151
14422,Toshimo,Gadepally,Senior Engineer,59001
14424,Chikako,Isard,Senior Engineer,40000
14436,Aloke,Gubsky,Engineer,65830
14441,Divine,Manders,Engineer,40000
14457,Erez,Wynblatt,Senior Engineer,52732
14460,Yagil,Lueh,Senior Engineer,56267
14481,Moti,Lammel,Senior Engineer,40000
14483,Supot,Marrevee,Senior Engineer,40000
14494,Yannis,Azadmanesh,Technique Leader,40000
14497,Armond,Molenkamp,Staff,55199
14501,Taizo,Kroft,Technique Leader,63646
14509,Danil,Aloia,Senior Staff,40000
14514,Fay,Denny,Senior Engineer,40000
14524,Nobuyoshi,Trogemann,Staff,104682
14533,Kensei,Borovoy,Senior Engineer,48376
14534,Heeju,Vecchi,Engineer,49590
14539,Ashish,Danlos,Engineer,42975
14544,Licheng,Janetzko,Senior Staff,104153
14548,Raimond,Ernst,Senior Staff,40000
14556,Fatemeh,Zultner,Engineer,40000
14560,Elrique,Driscoll,Senior Engineer,62770
14564,Tadahiro,Christ,Staff,62163
14572,Jasminko,Remmele,Technique Leader,40000
14574,Yolla,Kaiserswerth,Senior Engineer,40000
14577,Shawna,Harbusch,Senior Engineer,40000
14581,Gao,Condotta,Senior Engineer,59499
14589,Shawna,Narahari,Staff,40000
14607,Suzette,Selvestrel,Staff,67813
14621,Souichi,Wixon,Senior Staff,66404
14622,Jixiang,Lung,Senior Engineer,40000
14627,Reinhold,Zastre,Senior Engineer,49395
14632,Gudjon,McClurg,Senior Engineer,40000
14634,Shirish,Lamba,Technique Leader,46360
14639,Arvind,Hempstead,Senior Staff,79405
14641,Marsha,Farrow,Senior Engineer,68814
14642,Florian,Kuhnemann,Senior Engineer,54553
14645,Laurentiu,Glinert,Senior Engineer,45647
14646,Jiafu,dAstous,Senior Engineer,40000
14654,Moheb,Remmele,Senior Staff,72278
14655,Jingling,Segond,Senior Staff,65742
14667,Khatoun,Slutz,Senior Engineer,43032
14670,Rance,Karnin,Assistant Engineer,40000
14674,Rosalie,Engelmann,Engineer,40000
14677,Herbert,Sifakis,Senior Engineer,40000
14681,Jaihie,Suermann,Engineer,62865
14690,Yechezkel,Bellone,Senior Engineer,40000
14692,Annemarie,Lamba,Senior Engineer,40000
14693,Brewster,Stranks,Senior Staff,59960
14700,Ghassan,Taneja,Senior Staff,47864
14710,Mahmut,Hainaut,Senior Staff,40341
14713,Terresa,Ballarin,Technique Leader,58566
14716,Cullen,Kusakabe,Senior Engineer,53864
14722,Sachin,Jakobus,Staff,72726
14732,Heejo,Ohori,Senior Engineer,52144
14741,Dinkar,Menyhert,Senior Engineer,72648
14746,Uri,Baalen,Senior Engineer,46307
14750,Sadok,Boguraev,Engineer,40000
14751,Kazunori,Shackel,Senior Engineer,42780
14752,Mariusz,Azuma,Senior Engineer,61170
14756,Mohua,Plesums,Senior Engineer,65797
14761,Yunming,Rettelbach,Senior Staff,88993
14774,Gio,Sigstam,Staff,40000
14777,Danco,Slobodova,Engineer,60709
14780,Marlo,Bruckman,Senior Engineer,51232
14801,Peternela,Middleton,Senior Engineer,57944
14802,Almudena,Kamble,Senior Engineer,40000
14803,Faiza,Rodite,Senior Engineer,40000
14807,Miquel,Zweizig,Staff,95008
14820,Poornachandra,Bratsberg,Senior Staff,81483
14826,Pohua,Radivojevic,Senior Staff,91205
14828,Christfried,Kropf,Staff,45410
14839,Changho,Cronin,Senior Engineer,40000
14842,Anneke,Godskesen,Senior Staff,46685
14846,Magy,Joslin,Senior Engineer,40002
14871,Arnd,Kaiserswerth,Staff,72116
14874,Lijie,Socorro,Engineer,40000
14877,Arto,Meriste,Senior Engineer,40000
14885,Mansur,Thisen,Technique Leader,40000
14889,Subhash,Solovay,Staff,52734
14906,Adil,Parveen,Senior Staff,54758
14908,Kerhong,Flanders,Senior Engineer,40000
14909,Mohan,Kamble,Senior Engineer,40000
14911,Xiaobin,Chelton,Senior Engineer,62738
14914,Gretta,Benzaken,Engineer,40000
14915,Huican,Picco,Engineer,40733
14921,Gill,Khasidashvili,Senior Engineer,55140
14925,Stabislas,Peternell,Engineer,40000
14930,Faiza,Yetim,Senior Engineer,42712
14933,Sergi,Tibblin,Staff,40000
14941,Nathan,Lichtner,Senior Engineer,43608
14947,Stafford,Wossner,Engineer,46447
14949,Insup,Reinhart,Senior Engineer,44930
14955,Boguslaw,Kalefeld,Engineer,45564
14959,Kerryn,Hiyoshi,Technique Leader,48289
14966,Zhanqiu,Underwood,Staff,80123
14971,Fan,Simmen,Senior Staff,55187
14978,Fay,Swan,Staff,75352
14993,Sanjay,Koblitz,Senior Engineer,45407
15004,Muneo,Esteva,Engineer,46038
15005,Kiam,Sadowsky,Senior Engineer,50368
15016,Woody,Gulik,Senior Staff,40000
15019,Qingxiang,Shokrollahi,Senior Engineer,41721
15029,Giordano,Koshino,Senior Staff,40000
15030,Rasikan,Nourani,Senior Staff,40000
15032,Kish,Zockler,Staff,40000
15036,Ziva,Delgrande,Senior Engineer,40000
15042,Luise,Litvinov,Engineer,40000
15049,Khun,Waymire,Senior Staff,40000
15055,Shrikanth,Sherertz,Senior Staff,40000
15064,Wilmer,Comyn,Senior Staff,83820
15066,Tomokazu,Oaver,Senior Engineer,43455
15080,Moti,Conti,Technique Leader,40000
15092,Remmert,Bahi,Senior Staff,40000
15094,Seongbae,Bottner,Staff,64621
15102,Luigi,Axelband,Senior Engineer,40374
15112,Anyuan,Heyers,Senior Staff,44588
15113,Zhiguo,Giaccio,Staff,62081
15114,Pantung,Honglei,Engineer,40000
15118,Divier,Valtorta,Senior Engineer,40000
15123,Xuejia,Menhoudj,Engineer,47576
15124,Adhemar,Percebois,Senior Staff,40000
15129,Reinhard,Baalen,Engineer,40000
15133,Kagan,Malinowski,Engineer,40000
15134,Arun,Luiz,Senior Staff,62752
15139,Gor,Strandh,Staff,71066
15143,Chiradeep,Krupka,Senior Staff,74525
15150,Shugo,Reeker,Senior Engineer,47983
15151,Urs,Pouyioutas,Senior Staff,61253
15155,Leon,Kitsuregawa,Senior Engineer,40000
15166,Golgen,Oehlmann,Engineer,50979
15176,Charlene,Sankaranarayanan,Senior Staff,98401
15195,Renee,Zaumen,Senior Engineer,51315
15196,Souichi,Duclos,Senior Engineer,55824
15202,Pranay,Irland,Engineer,40000
15205,Cheong,Rodiger,Engineer,43795
15208,Sudharsan,Shokrollahi,Senior Staff,44109
15223,Izaskun,Harllee,Senior Staff,40000
15228,Mona,Salvesen,Senior Staff,40000
15230,Keiichiro,Suessmith,Senior Engineer,70187
15231,Werner,Mondadori,Senior Engineer,48675
15234,Jouko,Zhiwei,Senior Engineer,47654
15263,Sanjeeva,Loncour,Senior Staff,72318
15269,Eric,Reghbati,Senior Engineer,60930
15272,Aruna,Choobineh,Senior Engineer,40000
15295,Lobel,Peak,Engineer,54607
15308,Jackson,Schaft,Engineer,40000
15321,Ishfaq,Gecsel,Senior Engineer,40000
15329,Fan,Openshaw,Engineer,41839
15340,Hairong,Babb,Senior Engineer,40000
15354,Chikara,Nyrup,Staff,40782
15358,Zhenbing,Weiland,Engineer,40000
15366,Masaki,Munawer,Senior Engineer,40712
15369,Premal,Penttonen,Staff,81954
15374,Jiang,Hiroyama,Senior Staff,40000
15377,Shugo,Aumann,Senior Engineer,50274
15382,Alassane,Siegrist,Senior Staff,66083
15395,Monique,Jakobus,Senior Staff,40931
15403,Hailing,Stavenow,Senior Staff,52659
15408,Maik,Penttonen,Staff,40000
15411,Seongbin,Morrin,Engineer,40000
15422,Vesna,Wolniewicz,Senior Engineer,64396
15424,Tremaine,Fontet,Engineer,40000
15425,Souichi,Apsitis,Technique Leader,47184
15433,Shaowei,Peltason,Technique Leader,53536
15438,Constantijn,Munoz,Senior Staff,43326
15439,Shuzo,Gide,Engineer,74668
15441,Arvind,Weisert,Senior Staff,40000
15452,Kazuhira,Weedman,Engineer,40000
15461,Marsha,Gronowski,Senior Staff,54875
15465,Seshu,Ducloy,Senior Engineer,40000
15470,Weiwu,Huhdanpaa,Engineer,40693
15474,Gilbert,Plumb,Senior Staff,90430
15479,Zhenbing,Soicher,Senior Engineer,40000
15480,Kwok,Trogemann,Senior Engineer,47645
15488,Reuven,Gimbel,Engineer,40356
15489,Ayonca,Maksimenko,Staff,53575
15505,Collette,Mikschl,Senior Engineer,56848
15508,Yoshimitsu,Rettelbach,Senior Engineer,44377
15510,Inderjeet,Sethi,Senior Engineer,48661
15511,George,Kowalchuk,Senior Staff,76880
15512,Mitsuyuki,Waymire,Senior Engineer,59369
15513,Hidekazu,Domenig,Senior Staff,76266
15518,Uno,Valtorta,Senior Engineer,55563
15525,Masadi,Cherinka,Senior Engineer,40000
15532,Bangqing,Lalonde,Senior Engineer,53298
15534,Guozhong,Grabner,Senior Staff,63090
15535,Rimon,Miyakawa,Engineer,40000
15539,Shigeichiro,Spieker,Senior Staff,47803
15541,Percy,Erman,Technique Leader,50265
15545,Masadi,Suri,Engineer,40000
15563,Constantino,Zykh,Senior Staff,56239
15566,Baoqiu,Azuma,Senior Staff,61655
15569,Rosalie,Garnick,Senior Staff,40000
15571,Alain,Emden,Engineer,40000
15582,Tuval,Alpay,Engineer,72083
15583,Kasidit,Denny,Senior Staff,85961
15601,Carrsten,Anily,Senior Staff,83263
15603,Woody,Hooghiemstra,Senior Engineer,40000
15604,Nikolaus,Engelmann,Staff,65727
15610,Zhigen,Hebden,Assistant Engineer,46172
15621,Zeydy,Sewelson,Engineer,52313
15633,Mikhail,Matteis,Senior Staff,49015
15637,Vincent,Barinka,Senior Staff,73742
15638,Basil,Perez,Senior Staff,54600
15643,Anneli,Bednarek,Engineer,58685
15656,Mohammad,Schaaf,Senior Staff,66141
15666,Pintsang,Rothenberg,Assistant Engineer,40000
15668,Zito,Juneja,Senior Engineer,40000
15675,Mountaz,Chinen,Engineer,69780
15677,Ziva,Condotta,Senior Engineer,40000
15682,Hiroyasu,Przulj,Senior Engineer,40000
15692,Falguni,Brobst,Engineer,40000
15693,Tomofumi,Ladret,Senior Staff,52017
15708,Reuven,Kushnir,Senior Staff,85063
15714,Troy,Bala,Engineer,40000
15723,Gill,Basagni,Staff,47524
15724,Zengping,Bondorf,Senior Engineer,40000
15728,Jaewon,Nooteboom,Senior Staff,40000
15739,Poorav,Bahr,Engineer,54605
15740,Stepehn,Pocchiola,Senior Staff,57994
15744,Udaiprakash,Solovay,Senior Engineer,41115
15753,Sanjay,Breugel,Senior Engineer,40000
15762,Kien,Impagliazzo,Staff,56568
15769,Pranay,Oskamp,Staff,61575
15778,Arra,Haumacher,Senior Staff,44337
15788,Taegyun,Deyuan,Senior Engineer,53521
15812,Luise,Braunmuhl,Senior Staff,67864
15819,Magdalena,Rajcani,Senior Staff,63847
15821,Aleksander,Antonakopoulos,Engineer,40000
15839,Thodoros,Quaggetto,Senior Staff,65553
15840,Shuho,Solares,Staff,87972
15842,Miyeon,Weedon,Senior Engineer,40000
15846,Bowen,Litecky,Technique Leader,40000
15847,Shawna,Gniady,Staff,40000
15867,Vincent,Fairtlough,Senior Engineer,44007
15869,Guoxiang,Bala,Senior Engineer,40000
15871,Jinpo,Muhling,Senior Engineer,61545
15876,Munehiro,Vakili,Senior Engineer,51140
15877,Yannik,Kroll,Engineer,40000
15880,Miquel,Dechter,Technique Leader,40000
15885,Perla,Delgrossi,Senior Engineer,79876
15893,Hitofumi,Ducloy,Technique Leader,46831
15895,Ferdinand,Keirsey,Staff,73364
15902,Kazuhide,Stille,Senior Staff,40000
15905,DeForest,Petersohn,Senior Engineer,47421
15911,Shaibal,Viele,Senior Engineer,45602
15920,Sanjit,Laurillard,Engineer,48494
15934,Kensyu,Shinomoto,Assistant Engineer,50454
15938,Garnik,Covnot,Senior Staff,69499
15939,Jiang,Lueh,Engineer,42849
15941,Dekang,Nourani,Senior Engineer,40000
15942,Murthy,Rosca,Senior Engineer,50486
15943,Yakkov,Demke,Senior Engineer,40000
15946,Sham,Onuegbe,Technique Leader,70769
15955,Yuguang,Dratva,Senior Engineer,45283
15958,Fumino,Vidya,Staff,86432
15960,Lenore,Narahara,Senior Engineer,49265
15964,Tooru,Bashian,Senior Staff,52908
15966,Adit,Carrera,Assistant Engineer,40000
15970,Hercules,Molberg,Senior Engineer,43010
15971,Arumugam,Aloia,Senior Engineer,42963
15989,Nobuyoshi,Nannarelli,Senior Engineer,47599
15993,Yoshimitsu,Peir,Senior Engineer,45611
16008,Xiaoqiang,Skafidas,Senior Engineer,48384
16013,Chanjung,Solares,Senior Staff,40915
16022,Perry,Valiente,Senior Engineer,40000
16028,JiYoung,Takkinen,Senior Engineer,53714
16033,Wayne,Spelt,Senior Staff,40000
16053,Jeong,Gniady,Technique Leader,45691
16056,Guiseppe,Luke,Engineer,48691
16066,Marsha,Penn,Senior Staff,74757
16068,Leandro,Zongker,Senior Staff,53031
16069,Mechthild,Rahimi,Senior Engineer,40000
16072,Youpyo,Ginneken,Staff,40000
16076,Marko,Ebeling,Engineer,47061
16088,Golgen,Gammage,Senior Engineer,40000
16094,Berto,Rosar,Senior Engineer,40000
16096,Mayuko,Wallrath,Senior Engineer,41514
16099,Mohan,Ferretti,Senior Staff,40000
16105,Alper,Tetzlaff,Senior Staff,55207
16109,Mooi,Serna,Senior Engineer,58718
16117,Josyula,Felcyn,Senior Staff,98795
16118,Arno,Gimarc,Senior Staff,40000
16138,Leucio,Krzyzanowski,Senior Staff,67593
16142,Berry,Porenta,Senior Staff,54681
16146,Cathie,Meriste,Senior Engineer,53931
16149,Ennio,Luit,Senior Staff,55398
16156,Fei,Kaminger,Staff,93906
16164,Janche,Kinley,Senior Engineer,67467
16165,Shuzo,Cronau,Assistant Engineer,40000
16175,Amabile,Baik,Staff,70428
16198,Sadegh,Sanella,Senior Engineer,47730
16203,Mori,Kulisch,Engineer,40000
16206,Munenori,Demke,Engineer,40000
16212,Izaskun,Glinert,Engineer,40000
16215,Duri,Eiron,Senior Staff,83701
16218,Lidong,Hambrick,Engineer,40000
16227,Hitomi,Vural,Senior Engineer,58619
16230,Ung,Babu,Senior Staff,40000
16233,Sushant,Baba,Senior Staff,54684
16235,Otmar,Zockler,Engineer,40000
16237,Slavian,Leaver,Senior Engineer,83471
16238,Takahiro,Kopetz,Staff,62713
16242,Gonzalo,Pelz,Engineer,40408
16246,Makato,Masaki,Engineer,40000
16255,Tomokazu,Ohori,Senior Engineer,40000
16262,Tsuneo,Hatcliff,Senior Staff,90599
16270,Khoa,Thorelli,Senior Staff,71078
16278,Marin,Pokrovskii,Technique Leader,43802
16293,Chinhyun,Staylopatis,Senior Engineer,48233
16295,Yuguang,Kisuki,Engineer,55149
16301,Yurii,Molenkamp,Senior Engineer,50704
16302,Bedir,Speek,Engineer,40000
16311,Chinhyun,Baik,Engineer,40000
16313,Charmane,Wilfing,Engineer,40935
16314,Kamakshi,Ravishankar,Engineer,56634
16320,Domenick,Ligten,Senior Staff,40000
16329,Yucel,Melter,Senior Engineer,40000
16331,Giap,Garnham,Senior Staff,63123
16337,Hironoby,Schaad,Senior Engineer,40000
16347,Vasilii,Yurov,Engineer,72191
16360,Sham,Jonsson,Senior Engineer,47148
16364,Yifei,Gini,Senior Staff,73503
16373,Narain,Aseltine,Senior Staff,98832
16377,Duri,Stanger,Engineer,62147
16382,Chaoyi,Talmon,Senior Engineer,66986
16383,Lidong,Czap,Senior Engineer,55977
16388,Subhankar,Georgatos,Senior Staff,40000
16404,Rafols,Rabehasaina,Senior Engineer,45689
16405,Demos,Worfolk,Engineer,59045
16427,Denny,Danecki,Senior Engineer,48702
16439,Gao,Hainaut,Engineer,40000
16447,Zhiguo,Savasere,Senior Engineer,40000
16453,Goncalo,Basart,Senior Staff,47433
16457,Gudjon,DiGiano,Senior Engineer,56830
16463,Fuqing,Denna,Senior Staff,72579
16466,Atreye,Parveen,Senior Engineer,40000
16471,Bogdan,Birta,Staff,44976
16481,Tadahiko,Rothe,Senior Staff,63974
16484,Remko,Redmiles,Senior Staff,70261
16487,Arunas,Yemenis,Senior Staff,73302
16490,Muzhong,Thiria,Senior Staff,85462
16491,Emdad,Radwan,Senior Staff,40000
16499,Aran,Legleitner,Engineer,40000
16529,Heon,Staudhammer,Staff,40000
16531,Shounak,Ponthieu,Staff,45838
16535,Bluma,Bhattacharjee,Engineer,52593
16539,Gretta,Fetvedt,Senior Engineer,40000
16544,Xiaoshan,Schaap,Staff,50856
16549,Olivera,Thibadeau,Senior Staff,60531
16554,Weicheng,Taubman,Senior Engineer,40000
16557,Fan,Majewski,Senior Engineer,53197
16565,Petter,Ramsey,Engineer,40000
16569,Henk,Cyre,Senior Staff,40000
16570,Uta,Matzen,Senior Engineer,46162
16577,Lidong,McFarlan,Senior Engineer,55076
16580,Masaru,Valiente,Senior Engineer,40000
16582,Sanjiv,McFarlin,Staff,40000
16593,Tiina,Skafidas,Technique Leader,40000
16619,Arvind,Boguraev,Senior Engineer,40000
16631,Paddy,Kropf,Engineer,43371
16668,Rosalie,Mungall,Senior Staff,63915
16669,Youpyo,Harnett,Senior Engineer,52669
16674,Duke,Takanami,Technique Leader,40000
16683,Hatem,Ghandeharizadeh,Senior Engineer,60120
16686,Francoise,Linnainmaa,Senior Staff,80191
16692,Maria,Perelgut,Engineer,40603
16698,Udaiprakash,Decleir,Engineer,43050
16723,Mohd,Randt,Senior Staff,56932
16729,Kirk,Broomell,Senior Staff,51318
16730,Chinhyun,Engelmann,Senior Engineer,54296
16733,Zijian,Serna,Engineer,40000
16747,Taisook,Cyre,Engineer,55717
16759,Vojin,Masaki,Senior Engineer,40000
16772,Baruch,Giveon,Senior Staff,73187
16778,Filipp,Scallan,Senior Engineer,52670
16779,Shooichi,Vandervoorde,Senior Staff,54802
16782,Premsyl,Redmiles,Senior Staff,75184
16783,Takahira,Spataro,Senior Staff,40000
16789,Bluma,Salinas,Staff,88972
16806,Sreekrishna,Dayana,Senior Staff,72405
16808,Kiyokazu,Katiyar,Senior Staff,87215
16829,Pintsang,Collavizza,Senior Staff,69422
16838,Martien,Cronin,Staff,83313
16843,Maya,Junet,Engineer,40000
16856,Yefim,Schaad,Senior Staff,72853
16858,Akeno,Gustavson,Senior Staff,67670
16859,Chikara,Heping,Senior Staff,74669
16862,JiYoung,Eppinger,Senior Engineer,40000
16868,Gou,Vandervoorde,Staff,58292
16871,Munir,Stiles,Senior Engineer,55303
16875,Nikolaos,Radhakrishnan,Engineer,40000
16880,Honesty,Bresenham,Technique Leader,40000
16885,Ronghao,Stentiford,Senior Staff,72252
16889,Arve,Pardalos,Senior Staff,58489
16895,Dines,Murtagh,Senior Staff,41387
16896,Taisook,Bazzichi,Senior Engineer,45152
16897,Charlene,Ebeling,Technique Leader,57244
16901,Gopalakrishnan,Flasterstein,Senior Engineer,40000
16902,Aiman,Isaak,Engineer,40000
16910,Kazunori,Botman,Senior Engineer,57230
16917,Olivera,Peron,Senior Staff,51984
16921,Evgueni,Yeung,Senior Staff,71025
16933,Lokesh,Pardalos,Staff,69957
16938,Shmuel,Shigei,Engineer,44073
16950,Mads,Gien,Engineer,40540
16954,Akhilish,Apsitis,Senior Staff,47943
16955,Sangeeta,Marrakchi,Senior Staff,74715
16959,Mansur,Garnham,Senior Engineer,40000
16962,Sastry,Kaiser,Engineer,83797
16969,Sanjit,Braccini,Senior Engineer,49377
16988,Xiong,Peron,Senior Staff,47878
16993,Hongzue,Dahlbom,Senior Staff,57751
17007,Muzhong,Fujisawa,Staff,80722
17012,Valdiodio,Petereit,Senior Engineer,40000
17014,Sadun,Waterhouse,Senior Staff,53876
17024,Ewing,Siepmann,Senior Engineer,58181
17040,Kazuhisa,Bhattacharjee,Assistant Engineer,48512
17044,Persi,Tiemann,Senior Engineer,45207
17047,Qingxiang,Rijsenbrij,Engineer,43113
17048,Christoph,Murthy,Senior Engineer,46913
17057,Lokesh,Krybus,Staff,40000
17059,Tamiya,Atrawala,Senior Engineer,40000
17062,Shai,Laurillard,Staff,76038
17066,Heping,Ruther,Senior Engineer,59260
17076,Gudjon,Hitomi,Senior Engineer,60092
17079,Boaz,Wrigley,Staff,67644
17085,Ramzi,Litvinov,Senior Engineer,40000
17093,Niteen,Oppitz,Assistant Engineer,43944
17097,Cathie,Berztiss,Engineer,46803
17100,Gila,Luef,Engineer,40644
17101,Sandeepan,Compeau,Senior Engineer,40173
17103,Takahiro,Feldmann,Senior Engineer,48187
17125,Akhilish,Zweizig,Senior Engineer,40000
17128,Wuxu,Baba,Senior Engineer,46832
17129,Berthier,Bhattacharjee,Staff,40000
17132,Shrikanth,Passafiume,Senior Staff,56511
17143,Ziyad,Munke,Senior Engineer,40000
17146,Aemilian,Barbanera,Staff,65674
17148,Venkatesan,Rissanen,Engineer,50977
17154,Aria,Milicia,Staff,40000
17158,Danai,Vecchio,Senior Engineer,48426
17159,Quingbo,Mitchem,Senior Engineer,56346
17160,Shay,Montemayor,Senior Engineer,49824
17162,Jessie,Keohane,Engineer,53213
17169,Kaijung,Yeung,Senior Staff,57648
17172,Conrado,Riexinger,Senior Engineer,62280
17179,Kellyn,Angel,Engineer,42835
17181,Weiyi,Pepe,Senior Staff,56376
17199,Vasilis,Guardalben,Senior Staff,40000
17200,Mostafa,Chiola,Senior Engineer,68977
